Developer,Genre,Name,Platform,Publisher,Rating,Year of Release,Critic Count,Critic Score,EU Sales,Global Sales,JP Sales,NA Sales,Other Sales,Rank,User Count,User Score
Bethesda Game Studios,Role-Playing,The Elder Scrolls V: Skyrim,PS3,Bethesda Softworks,M,2011,89,96,2.79,8.79,0.1,5.05,0.85,127,3589,8.4
Bethesda Game Studios,Role-Playing,The Elder Scrolls V: Skyrim,PS3,Bethesda Softworks,M,2011,16,92,2.6,6.41,0.25,2.55,1,127,2527,6.4
Bethesda Game Studios,Role-Playing,The Elder Scrolls V: Skyrim,PS3,Bethesda Softworks,M,2011,32,94,2.12,3.88,0,1.16,0.6,127,9073,8.1
Ubisoft,Action,Assassin's Creed III,PS3,Ubisoft,M,2012,41,85,2.52,6.45,0.16,2.64,1.12,129,1307,6.9
Ubisoft,Action,Assassin's Creed III,PS3,Ubisoft,M,2012,61,84,1.69,5.29,0.03,3.13,0.44,129,1196,6.7
Ubisoft,Action,Assassin's Creed III,PS3,Ubisoft,M,2012,21,80,0.53,0.93,0,0.28,0.12,129,1489,6.2
Ubisoft Quebec,Action,Assassin's Creed III,PS3,Ubisoft,M,2012,26,85,0.13,0.35,0,0.19,0.03,129,216,7.1
Bungie Software,Shooter,Halo: Combat Evolved,XB,Microsoft Game Studios,M,2001,68,97,1.3,6.43,0.08,4.98,0.07,130,1283,8.6
Gearbox Software,Shooter,Halo: Combat Evolved,XB,Microsoft Game Studios,M,2003,40,83,0.02,0.04,0,0.02,0,130,396,7.4
Game Freak,Role-Playing,Pokémon Emerald Version,GBA,Nintendo,E,2004,28,76,1.58,6.41,2.06,2.57,0.21,131,222,9
SquareSoft,Role-Playing,Kingdom Hearts,PS2,Sony Computer Entertainment,E,2002,46,85,1.2,6.4,1.49,3.64,0.07,132,597,8.8
"Bungie Software, Bungie",Shooter,Halo 3: ODST,X360,Microsoft Game Studios,M,2009,94,83,1.34,6.34,0.06,4.34,0.61,134,1163,7.1
Rockstar San Diego,Action,Red Dead Redemption,X360,Take-Two Interactive,M,2010,73,95,2.53,6.49,0.17,2.79,0.99,135,2456,8.8
Rockstar San Diego,Action,Red Dead Redemption,X360,Take-Two Interactive,M,2010,96,95,1.95,6.32,0.09,3.7,0.58,135,2316,9
Nintendo,Platform,Super Mario Sunshine,GC,Nintendo,E,2002,61,92,1.26,6.31,0.87,4.01,0.17,136,439,8.6
Blizzard Entertainment,Role-Playing,World of Warcraft,PC,Activision,T,2004,57,93,6.21,6.29,0,0.08,0,138,2182,7.3
Reflections Interactive,Action,Driver,PS,GT Interactive,T,1999,22,87,2.8,6.27,0.02,3.11,0.33,139,78,8.1
Rare Ltd.,Sports,Kinect Sports,X360,Microsoft Game Studios,E10+,2010,51,73,1.73,6.19,0.03,3.92,0.51,140,95,7.4
Epic Games,Shooter,Gears of War 3,X360,Microsoft Game Studios,M,2011,96,91,1.59,6.21,0.07,4.05,0.5,141,1504,7.8
Epic Games,Shooter,Gears of War,X360,Microsoft Game Studios,M,2006,88,94,1.88,6.09,0.07,3.54,0.6,142,2295,8.3
Epic Games,Shooter,Gears of War,X360,Microsoft Game Studios,M,2007,36,87,0.01,0.02,0,0,0,142,567,7.8
KCEJ,Action,Metal Gear Solid 2: Sons of Liberty,PS2,Konami Digital Entertainment,M,2001,42,96,2.01,6.05,0.87,2.45,0.72,143,1026,8.7
Kojima Productions,Action,Metal Gear Solid 4: Guns of the Patriots,PS3,Konami Digital Entertainment,M,2008,82,94,1.71,5.99,0.83,2.63,0.82,145,3558,8.7
KCEJ,Action,Metal Gear Solid,PS,Konami Digital Entertainment,M,1998,20,94,1.83,6.03,0.78,3.18,0.24,146,918,9.4
Naughty Dog,Action,The Last of Us,PS3,Sony Computer Entertainment Europe,M,2013,98,95,2.18,5.87,0.28,2.41,0.99,147,8003,9.1
Square Enix,Role-Playing,Final Fantasy XII,PS2,Square Enix,T,2006,64,92,0,5.95,2.33,1.88,1.74,148,972,7.6
"SCE/WWS, Media Molecule",Platform,LittleBigPlanet,PS3,Sony Computer Entertainment,E,2008,85,95,1.98,5.82,0.17,2.8,0.87,149,5311,6.8
"SCE/WWS, Media Molecule",Platform,LittleBigPlanet,PS3,Sony Computer Entertainment,E10+,2009,68,87,1.22,2.54,0.01,0.64,0.67,149,98,7.8
Level 5,Role-Playing,Dragon Quest IX: Sentinels of the Starry Skies,DS,Nintendo,E10+,2009,65,87,0.67,5.78,4.35,0.63,0.15,150,197,8.8
Traveller's Tales,Action,LEGO Star Wars: The Complete Saga,Wii,LucasArts,E10+,2007,17,80,1.55,5.64,0,3.57,0.51,151,62,8.9
TT Fusion,Action,LEGO Star Wars: The Complete Saga,Wii,LucasArts,E,2007,9,80,1.48,4.76,0,2.83,0.45,151,46,5.4
Traveller's Tales,Action,LEGO Star Wars: The Complete Saga,Wii,LucasArts,E10+,2007,24,80,0.81,2.57,0,1.53,0.24,151,114,7.4
Traveller's Tales,Action,LEGO Star Wars: The Complete Saga,Wii,LucasArts,E10+,2007,18,80,0.9,2.29,0,1.02,0.36,151,87,6.7
Capcom,Action,Resident Evil 2,PS,Virgin Interactive,M,1998,13,89,1.47,5.82,2.02,1.88,0.45,152,364,9.2
Capcom,Action,Resident Evil 2,PS,Capcom,M,2003,15,59,0.01,0.06,0,0.04,0,152,31,8.5
Namco,Fighting,Tekken 2,PS,Sony Computer Entertainment,T,1996,8,89,1.89,5.74,1.36,2.26,0.23,153,102,8.9
Taito Corporation,Simulation,Cooking Mama,DS,505 Games,E,2006,35,67,1.91,5.63,0.07,3.07,0.57,154,21,7.2
"Bungie Software, Bungie",Shooter,Destiny,PS4,Activision,T,2014,95,76,2.07,5.64,0.16,2.49,0.92,155,5380,6.1
"Bungie Software, Bungie",Shooter,Destiny,PS4,Activision,T,2014,11,75,0.92,3.37,0,2.14,0.31,155,1735,5.5
Ubisoft Montreal,Action,Assassin's Creed II,PS3,Ubisoft,M,2009,70,91,1.93,5.55,0.21,2.54,0.86,157,1202,8.6
Ubisoft Montreal,Action,Assassin's Creed II,PS3,Ubisoft,M,2009,82,90,1.55,5.26,0.08,3.11,0.51,157,1305,8.8
Ubisoft Montreal,Action,Assassin's Creed II,PS3,Ubisoft,M,2010,22,86,0.45,0.55,0,0.01,0.09,157,1611,6.9
Ubisoft Montreal,Adventure,Assassin's Creed,X360,Ubisoft,M,2007,77,81,1.64,5.54,0.07,3.28,0.56,159,1074,7.7
Ubisoft Montreal,Adventure,Assassin's Creed,X360,Ubisoft,M,2007,40,81,2,4.82,0.09,1.91,0.82,159,769,7.3
Rocksteady Studios,Action,Batman: Arkham City,PS3,Warner Bros. Interactive Entertainment,T,2011,42,96,1.85,5.48,0.11,2.71,0.81,160,2162,8.6
Rocksteady Studios,Action,Batman: Arkham City,PS3,Warner Bros. Interactive Entertainment,T,2011,87,94,1.27,4.73,0.04,2.99,0.42,160,1472,8.7
Rocksteady Studios,Action,Batman: Arkham City,PS3,Warner Bros. Interactive Entertainment,T,2011,27,91,0.28,0.53,0,0.16,0.09,160,1847,8.6
Turn 10,Racing,Forza Motorsport 3,X360,Microsoft Game Studios,E,2009,90,92,1.9,5.49,0.1,2.99,0.5,161,516,8
Capcom,Role-Playing,Monster Hunter Freedom Unite,PSP,Capcom,T,2008,48,81,0.55,5.48,4.13,0.47,0.34,162,124,8.7
Nintendo,Platform,Super Mario Advance,GBA,Nintendo,E,2001,19,84,1.24,5.49,0.91,3.14,0.2,163,41,7.8
Intelligent Systems,Racing,Mario Kart: Super Circuit,GBA,Nintendo,E,2001,24,93,1.64,5.47,0.99,2.62,0.23,164,108,8.3
Treyarch,Shooter,Call of Duty: World at War,PS3,Activision,M,2008,84,84,1.88,7.38,0,4.81,0.69,167,580,7.6
Treyarch,Shooter,Call of Duty: World at War,PS3,Activision,M,2008,45,85,1.83,5.39,0,2.73,0.83,167,409,7.6
Exakt,Shooter,Call of Duty: World at War,PS3,Activision,M,2008,19,83,0.58,1.94,0,1.17,0.18,167,78,7.6
n-Space,Shooter,Call of Duty: World at War,PS3,Activision,T,2008,12,75,0.25,0.89,0,0.56,0.08,167,20,7.8
Treyarch,Shooter,Call of Duty: World at War,PS3,Activision,M,2008,36,83,0.14,0.18,0,0.02,0.03,167,721,7.5
Traveller's Tales,Platform,Crash Bandicoot: The Wrath of Cortex,PS2,Universal Interactive,E,2001,22,66,2.29,5.42,0.24,2.07,0.82,168,156,7.1
Traveller's Tales,Platform,Crash Bandicoot: The Wrath of Cortex,PS2,Universal Interactive,E,2002,16,70,0.57,1.23,0,0.59,0.07,168,19,8.1
Traveller's Tales,Platform,Crash Bandicoot: The Wrath of Cortex,PS2,Universal Interactive,E,2002,11,62,0.12,0.59,0,0.46,0.02,168,22,7.3
Square Enix,Role-Playing,Final Fantasy XIII,PS3,Square Enix,T,2009,83,83,1.21,5.33,1.87,1.74,0.51,170,2483,7.3
Square Enix,Role-Playing,Final Fantasy XIII,PS3,Square Enix,T,2010,54,82,0.67,2.16,0.01,1.28,0.21,170,539,6.3
Ubisoft,Action,Assassin's Creed III,X360,Ubisoft,M,2012,41,85,2.52,6.45,0.16,2.64,1.12,173,1307,6.9
Ubisoft,Action,Assassin's Creed III,X360,Ubisoft,M,2012,61,84,1.69,5.29,0.03,3.13,0.44,173,1196,6.7
Ubisoft,Action,Assassin's Creed III,X360,Ubisoft,M,2012,21,80,0.53,0.93,0,0.28,0.12,173,1489,6.2
Ubisoft Quebec,Action,Assassin's Creed III,X360,Ubisoft,M,2012,26,85,0.13,0.35,0,0.19,0.03,173,216,7.1
SquareSoft,Role-Playing,Final Fantasy IX,PS,SquareSoft,T,2000,22,94,0.77,5.3,2.78,1.62,0.14,174,779,8.9
SquareSoft,Role-Playing,Final Fantasy X-2,PS2,Electronic Arts,T,2003,45,85,1.08,5.29,2.11,1.92,0.17,175,400,6.6
Ubisoft Montreal,Action,Assassin's Creed II,X360,Ubisoft,M,2009,70,91,1.93,5.55,0.21,2.54,0.86,177,1202,8.6
Ubisoft Montreal,Action,Assassin's Creed II,X360,Ubisoft,M,2009,82,90,1.55,5.26,0.08,3.11,0.51,177,1305,8.8
Ubisoft Montreal,Action,Assassin's Creed II,X360,Ubisoft,M,2010,22,86,0.45,0.55,0,0.01,0.09,177,1611,6.9
Level 5,Puzzle,Professor Layton and the Curious Village,DS,Nintendo,E,2007,72,85,2.43,5.19,1.03,1.21,0.52,178,147,8.6
EA Tiburon,Sports,Madden NFL 2004,PS2,Electronic Arts,E,2003,27,92,0.02,1.09,0,1.02,0.05,180,48,8.3
EA Tiburon,Sports,Madden NFL 2004,PS2,Electronic Arts,E,2003,19,94,0.1,0.51,0,0.4,0.01,180,17,7.7
BudCat,Sports,Madden NFL 2004,PS2,Electronic Arts,E,2003,9,70,0.08,0.31,0,0.22,0.01,180,5,6.6
Level 5,Role-Playing,Dragon Quest VIII: Journey of the Cursed King,PS2,Square Enix,T,2004,63,89,0.75,5.21,3.61,0.65,0.2,181,245,8.8
Blizzard Entertainment,Role-Playing,Diablo III,PC,Activision,M,2012,86,88,2.16,5.14,0,2.44,0.54,182,9629,4
Blizzard Entertainment,Role-Playing,Diablo III,PC,Activision,M,2013,43,86,0.75,1.91,0.15,0.72,0.29,182,557,6.4
Blizzard Entertainment,Role-Playing,Diablo III,PC,Activision,M,2013,42,87,0.39,1.41,0,0.9,0.12,182,384,6.6
Nintendo,Platform,New Super Mario Bros. U,WiiU,Nintendo,E,2012,70,84,1.34,5.22,1.27,2.3,0.32,184,733,8.1
Electronic Arts,Action,FIFA Soccer 13,X360,Electronic Arts,E,2012,37,88,5.01,8.16,0.13,1.06,1.97,186,348,6.6
Electronic Arts,Action,FIFA Soccer 13,X360,Electronic Arts,E,2012,48,90,3.47,5.16,0.03,1.09,0.57,186,403,6.1
Electronic Arts,Action,FIFA Soccer 13,X360,Electronic Arts,E,2012,28,69,0.27,0.47,0,0.17,0.04,186,49,6.2
Electronic Arts,Action,FIFA Soccer 13,X360,Electronic Arts,E,2012,9,57,0.28,0.44,0.05,0,0.11,186,89,4.1
Electronic Arts,Action,FIFA Soccer 13,X360,Electronic Arts,E,2012,7,86,0.31,0.4,0,0.02,0.07,186,286,6.6
Electronic Arts,Action,FIFA Soccer 13,X360,Electronic Arts,E,2012,4,68,0.2,0.29,0,0.06,0.03,186,16,3.7
Nintendo,Action,The Legend of Zelda: Phantom Hourglass,DS,Nintendo,E,2007,57,90,1.8,5.08,0.95,1.85,0.48,187,416,8
EA LA,Shooter,Medal of Honor: Rising Sun,PS2,Electronic Arts,T,2003,30,68,2.23,5.13,0.13,1.98,0.8,191,100,7.6
EA LA,Shooter,Medal of Honor: Rising Sun,PS2,Electronic Arts,T,2003,23,65,0.36,1.17,0,0.76,0.05,191,28,5.8
EA LA,Shooter,Medal of Honor: Rising Sun,PS2,Electronic Arts,T,2003,24,68,0.09,0.42,0,0.33,0.01,191,13,6.4
Lionhead Studios,Role-Playing,Fable III,X360,Microsoft Game Studios,M,2010,88,80,1.08,5.1,0.05,3.59,0.38,193,604,6.5
Lionhead Studios,Role-Playing,Fable III,X360,Microsoft Game Studios,M,2011,39,75,0.17,0.32,0,0.1,0.05,193,555,5.4
Sledgehammer Games,Shooter,Call of Duty: Advanced Warfare,XOne,Activision,M,2014,39,83,3.48,7.66,0.14,2.81,1.23,194,1443,5.7
Sledgehammer Games,Shooter,Call of Duty: Advanced Warfare,XOne,Activision,M,2014,53,81,1.55,5.27,0.01,3.22,0.48,194,898,5.4
Sledgehammer Games,Shooter,Call of Duty: Advanced Warfare,XOne,Activision,M,2014,18,78,0.23,0.41,0,0.15,0.03,194,1136,4.5
Harmonix Music Systems,Misc,Guitar Hero II,PS2,RedOctane,T,2006,69,92,0.63,5.12,0,3.81,0.68,196,112,8.5
Harmonix Music Systems,Misc,Guitar Hero II,PS2,Activision,T,2007,55,92,0.02,2.2,0,2.01,0.17,196,220,8.1
Capcom,Action,Resident Evil 5,PS3,Capcom,M,2009,76,84,1.41,5.09,1.08,1.96,0.64,197,667,7.5
Capcom,Action,Resident Evil 5,PS3,Capcom,M,2009,91,83,0.93,3.5,0.12,2.11,0.34,197,523,7.5
Capcom,Action,Resident Evil 5,PS3,Capcom,M,2009,30,86,0.04,0.07,0,0.01,0.01,197,597,7.1
Rockstar North,Action,Grand Theft Auto V,XOne,Take-Two Interactive,M,2013,50,97,9.09,21.04,0.98,7.02,3.96,198,3994,8.2
Rockstar North,Action,Grand Theft Auto V,XOne,Take-Two Interactive,M,2013,58,97,5.14,16.27,0.06,9.66,1.41,198,3711,8.1
Rockstar North,Action,Grand Theft Auto V,XOne,Take-Two Interactive,M,2014,66,97,6.31,12.61,0.38,3.96,1.97,198,2899,8.3
Rockstar North,Action,Grand Theft Auto V,XOne,Take-Two Interactive,M,2014,14,97,2.19,5.48,0,2.81,0.47,198,764,7.9
Rockstar North,Action,Grand Theft Auto V,XOne,Take-Two Interactive,M,2015,57,96,0.69,1.17,0,0.39,0.09,198,3756,7.9
Rockstar Leeds,Action,Grand Theft Auto: Vice City Stories,PSP,Take-Two Interactive,M,2006,50,86,1.99,5.03,0.16,1.7,1.18,199,150,8
Rockstar Leeds,Action,Grand Theft Auto: Vice City Stories,PSP,Take-Two Interactive,M,2007,37,75,0.03,0.97,0.03,0.78,0.13,199,67,7.9
EA Sports,Sports,FIFA Soccer 11,PS3,Electronic Arts,E,2010,51,89,3.28,5.07,0.06,0.61,1.12,200,233,8
EA Sports,Sports,FIFA Soccer 11,PS3,Electronic Arts,E,2010,66,88,2.39,3.52,0.02,0.71,0.4,200,155,7.5
EA Sports,Sports,FIFA Soccer 11,PS3,Electronic Arts,E,2010,6,68,0.69,1.2,0.01,0.13,0.36,200,9,5.4
EA Sports,Sports,FIFA Soccer 11,PS3,Electronic Arts,E,2010,17,73,0.69,1.07,0,0.26,0.12,200,8,7.3
EA Sports,Sports,FIFA Soccer 11,PS3,Electronic Arts,E,2010,16,83,0.14,0.18,0,0,0.04,200,102,7.7
Capcom,Action,Resident Evil,PS,Virgin Interactive,M,1996,8,91,1.16,5.05,1.11,2.05,0.73,202,266,9
Neversoft Entertainment,Sports,Tony Hawk's Pro Skater,PS,Activision,T,1999,18,92,1.38,5.02,0.02,3.42,0.2,203,69,9.2
Nintendo,Shooter,Link's Crossbow Training,Wii,Nintendo,T,2007,34,68,1.17,4.98,0.29,3.05,0.46,207,47,7.1
"Neversoft Entertainment, BudCat",Misc,Guitar Hero III: Legends of Rock,PS2,Activision,T,2007,24,82,0.01,4.98,0.01,3.49,1.48,208,46,8.2
Vicarious Visions,Misc,Guitar Hero III: Legends of Rock,PS2,Activision,T,2007,36,86,1.11,4.6,0,3.04,0.43,208,87,8.4
Neversoft Entertainment,Misc,Guitar Hero III: Legends of Rock,PS2,Activision,T,2007,69,85,0.91,4.53,0.01,3.19,0.42,208,165,7.9
Neversoft Entertainment,Misc,Guitar Hero III: Legends of Rock,PS2,Activision,T,2007,45,83,0.53,2.24,0.02,1.4,0.3,208,52,7.8
Aspyr,Misc,Guitar Hero III: Legends of Rock,PS2,Aspyr,T,2007,15,79,0,0.02,0,0.02,0,208,63,7.2
Bethesda Game Studios,Role-Playing,Fallout 3,X360,Bethesda Softworks,M,2008,84,93,0.99,4.93,0.09,3.4,0.45,209,1655,8.5
Bethesda Game Studios,Role-Playing,Fallout 3,X360,Bethesda Softworks,M,2008,57,90,1.13,3.94,0.07,2.15,0.59,209,910,8
Bethesda Game Studios,Role-Playing,Fallout 3,X360,Bethesda Softworks,M,2008,48,91,0.88,0.98,0,0.02,0.08,209,3450,7.9
"Naughty Dog, SCE/WWS",Action,Uncharted: Drake's Fortune,PS3,Sony Computer Entertainment,T,2007,66,88,1.72,4.92,0.12,2.31,0.77,211,2306,8.1
EA Sports,Sports,Madden NFL 06,PS2,Electronic Arts,E,2005,29,88,0.26,4.91,0.01,3.98,0.66,212,121,8
EA Sports,Sports,Madden NFL 06,PS2,Electronic Arts,E,2005,39,86,0.03,1.86,0,1.75,0.08,212,41,6.7
EA Tiburon,Sports,Madden NFL 06,PS2,Electronic Arts,E,2005,23,75,0,0.75,0,0.69,0.06,212,16,7.9
EA Sports,Sports,Madden NFL 06,PS2,Electronic Arts,E,2005,21,86,0.11,0.57,0,0.44,0.02,212,11,8.5
Exient Entertainment,Sports,Madden NFL 06,PS2,Electronic Arts,E,2005,9,66,0,0.12,0,0.11,0.01,212,12,6.3
Traveller's Tales,Action,LEGO Star Wars: The Complete Saga,DS,LucasArts,E10+,2007,17,80,1.55,5.64,0,3.57,0.51,213,62,8.9
TT Fusion,Action,LEGO Star Wars: The Complete Saga,DS,LucasArts,E,2007,9,80,1.48,4.76,0,2.83,0.45,213,46,5.4
Traveller's Tales,Action,LEGO Star Wars: The Complete Saga,DS,LucasArts,E10+,2007,24,80,0.81,2.57,0,1.53,0.24,213,114,7.4
Traveller's Tales,Action,LEGO Star Wars: The Complete Saga,DS,LucasArts,E10+,2007,18,80,0.9,2.29,0,1.02,0.36,213,87,6.7
SCE Santa Monica,Action,God of War III,PS3,Sony Computer Entertainment,M,2010,101,92,1.33,4.8,0.12,2.74,0.61,217,2633,8.7
Blizzard Entertainment,Strategy,StarCraft II: Wings of Liberty,PC,Activision,T,2010,82,93,1.68,4.84,0,2.57,0.58,218,3052,8.2
Ubisoft Montreal,Adventure,Assassin's Creed,PS3,Ubisoft,M,2007,77,81,1.64,5.54,0.07,3.28,0.56,219,1074,7.7
Ubisoft Montreal,Adventure,Assassin's Creed,PS3,Ubisoft,M,2007,40,81,2,4.82,0.09,1.91,0.82,219,769,7.3
EA Sports,Sports,FIFA 15,PS3,Electronic Arts,E,2014,47,82,4.33,6.08,0.05,0.8,0.9,220,988,5.7
EA Sports,Sports,FIFA 15,PS3,Electronic Arts,E,2014,33,82,1.42,2.18,0,0.6,0.16,220,347,5.4
EA Sports,Sports,FIFA 15,PS3,Electronic Arts,E,2014,9,82,0.27,0.28,0,0,0.02,220,383,4.2
Naughty Dog,Racing,Crash Team Racing,PS,Sony Computer Entertainment,E,1999,20,88,1.57,4.79,0.44,2.57,0.21,221,233,9
"EA Sports, EA Vancouver",Sports,FIFA 17,PS4,Electronic Arts,E,2016,41,85,5.75,7.59,0.08,0.66,1.11,222,398,5
"EA Sports, EA Vancouver",Sports,FIFA 17,PS4,Electronic Arts,E,2016,50,84,2.05,2.65,0,0.43,0.17,222,201,5.5
"EA Sports, EA Vancouver",Sports,FIFA 17,PS4,Electronic Arts,E,2016,12,84,0.11,0.12,0,0,0.01,222,160,4.2
Rocksteady Studios,Action,Batman: Arkham City,X360,Warner Bros. Interactive Entertainment,T,2011,42,96,1.85,5.48,0.11,2.71,0.81,223,2162,8.6
Rocksteady Studios,Action,Batman: Arkham City,X360,Warner Bros. Interactive Entertainment,T,2011,87,94,1.27,4.73,0.04,2.99,0.42,223,1472,8.7
Rocksteady Studios,Action,Batman: Arkham City,X360,Warner Bros. Interactive Entertainment,T,2011,27,91,0.28,0.53,0,0.16,0.09,223,1847,8.6
Reflections Interactive,Action,Driver 2,PS,Atari,T,2000,14,62,2.1,4.73,0.02,2.36,0.25,224,92,7.7
Neversoft Entertainment,Sports,Tony Hawk's Pro Skater 2,PS,Activision,T,2000,19,98,1.41,4.68,0.02,3.05,0.2,226,299,7.7
Vicarious Visions,Sports,Tony Hawk's Pro Skater 2,PS,Activision,E,2001,16,95,0.31,1.18,0,0.85,0.02,226,22,7.5
Nintendo,Simulation,Animal Crossing: City Folk,Wii,Nintendo,E,2008,50,73,1.12,4.62,1.32,1.82,0.36,227,119,7.6
Stormfront Studios,Action,The Lord of the Rings: The Two Towers,PS2,Electronic Arts,T,2002,32,82,1.95,4.67,0.08,1.94,0.7,228,78,8.2
Stormfront Studios,Action,The Lord of the Rings: The Two Towers,PS2,Electronic Arts,T,2002,17,79,0.24,0.71,0,0.45,0.03,228,18,8.1
Stormfront Studios,Action,The Lord of the Rings: The Two Towers,PS2,Electronic Arts,T,2002,13,82,0.11,0.53,0,0.41,0.01,228,23,8.7
Turn 10,Racing,Forza Motorsport 4,X360,Microsoft Game Studios,E,2011,83,91,1.97,4.57,0.06,2.08,0.46,229,617,8.2
Core Design Ltd.,Action,Tomb Raider,PS,Eidos Interactive,T,1996,13,91,1.97,4.63,0.13,2.29,0.24,230,147,8.6
"Crystal Dynamics, Nixxes Software",Action,Tomb Raider,PS,Eidos Interactive,M,1996,18,86,0.07,1.03,0,0.96,0,230,3552,8.5
"Neversoft Entertainment, BudCat",Misc,Guitar Hero III: Legends of Rock,Wii,Activision,T,2007,24,82,0.01,4.98,0.01,3.49,1.48,231,46,8.2
Vicarious Visions,Misc,Guitar Hero III: Legends of Rock,Wii,Activision,T,2007,36,86,1.11,4.6,0,3.04,0.43,231,87,8.4
Neversoft Entertainment,Misc,Guitar Hero III: Legends of Rock,Wii,Activision,T,2007,69,85,0.91,4.53,0.01,3.19,0.42,231,165,7.9
Neversoft Entertainment,Misc,Guitar Hero III: Legends of Rock,Wii,Activision,T,2007,45,83,0.53,2.24,0.02,1.4,0.3,231,52,7.8
Aspyr,Misc,Guitar Hero III: Legends of Rock,Wii,Aspyr,T,2007,15,79,0,0.02,0,0.02,0,231,63,7.2
Capcom,Action,The Legend of Zelda: A Link to the Past,SNES,Nintendo,E,2002,30,95,0.52,2.7,0.33,1.75,0.1,232,314,9.1
Nintendo,Action,The Legend of Zelda: The Wind Waker,GC,Nintendo,E,2002,80,96,0.99,4.6,0.89,2.6,0.13,233,968,8.9
Next Level Games,Action,Luigi's Mansion: Dark Moon,3DS,Nintendo,E,2013,74,86,1.39,4.59,1.11,1.8,0.29,235,458,8.4
Nintendo,Shooter,Splatoon,WiiU,Nintendo,E10+,2015,88,81,1.18,4.43,1.46,1.54,0.26,236,1184,8.5
Naughty Dog,Action,The Last of Us,PS4,Sony Computer Entertainment Europe,M,2013,98,95,2.18,5.87,0.28,2.41,0.99,237,8003,9.1
"Neversoft Entertainment, BudCat",Misc,Guitar Hero III: Legends of Rock,X360,Activision,T,2007,24,82,0.01,4.98,0.01,3.49,1.48,238,46,8.2
Vicarious Visions,Misc,Guitar Hero III: Legends of Rock,X360,Activision,T,2007,36,86,1.11,4.6,0,3.04,0.43,238,87,8.4
Neversoft Entertainment,Misc,Guitar Hero III: Legends of Rock,X360,Activision,T,2007,69,85,0.91,4.53,0.01,3.19,0.42,238,165,7.9
Neversoft Entertainment,Misc,Guitar Hero III: Legends of Rock,X360,Activision,T,2007,45,83,0.53,2.24,0.02,1.4,0.3,238,52,7.8
Aspyr,Misc,Guitar Hero III: Legends of Rock,X360,Aspyr,T,2007,15,79,0,0.02,0,0.02,0,238,63,7.2
EA Tiburon,Sports,Madden NFL 2005,PS2,Electronic Arts,E,2004,30,91,0.26,4.53,0.01,4.18,0.08,239,78,7.9
EA Tiburon,Sports,Madden NFL 2005,PS2,Electronic Arts,E,2004,39,91,0.03,1.72,0,1.61,0.08,239,26,7.6
Exient Entertainment,Sports,Madden NFL 2005,PS2,Electronic Arts,E,2004,9,79,0.1,0.39,0,0.28,0.01,239,5,7.6
Exient Entertainment,Sports,Madden NFL 2005,PS2,Electronic Arts,E,2004,25,68,0,0.26,0,0.24,0.02,239,7,7.7
EA Sports,Sports,Madden NFL 07,PS2,Electronic Arts,E,2006,29,84,0.24,4.49,0.01,3.63,0.61,241,39,8.2
EA Tiburon,Sports,Madden NFL 07,PS2,Electronic Arts,E,2006,54,80,0,1.8,0.01,1.66,0.13,241,148,6
EA Tiburon,Sports,Madden NFL 07,PS2,Electronic Arts,E,2006,27,83,0.03,1.02,0,0.97,0.03,241,6,8.7
EA Tiburon,Sports,Madden NFL 07,PS2,Electronic Arts,E,2006,14,82,0.13,0.62,0,0.48,0.02,241,5,9.2
EA Tiburon,Sports,Madden NFL 07,PS2,Electronic Arts,E,2006,25,76,0,0.52,0.01,0.47,0.04,241,22,4.2
EA Canada,Sports,Madden NFL 07,PS2,Electronic Arts,E,2006,35,81,0,0.49,0,0.46,0.04,241,16,8
Exient Entertainment,Sports,Madden NFL 07,PS2,Electronic Arts,E,2006,9,70,0,0.21,0,0.2,0.02,241,10,6.5
Exient Entertainment,Sports,Madden NFL 07,PS2,Electronic Arts,E,2006,4,68,0.01,0.03,0,0.02,0,241,4,9.3
Treyarch,Action,Spider-Man: The Movie,PS2,Activision,E,2002,25,76,1.51,4.48,0.03,2.71,0.23,242,41,7.9
Treyarch,Action,Spider-Man: The Movie,PS2,Activision,E,2002,29,79,0.28,1.4,0,1.07,0.05,242,11,7.5
Treyarch,Action,Spider-Man: The Movie,PS2,Activision,E,2002,14,76,0.27,1.19,0.01,0.86,0.04,242,11,7.3
Bluepoint Games,Action,Uncharted: The Nathan Drake Collection,PS4,Sony Computer Entertainment,T,2015,78,86,1.71,4.62,0.08,2.07,0.76,244,1264,8.1
Sledgehammer Games,Shooter,Call of Duty: Advanced Warfare,PS3,Activision,M,2014,39,83,3.48,7.66,0.14,2.81,1.23,245,1443,5.7
Sledgehammer Games,Shooter,Call of Duty: Advanced Warfare,PS3,Activision,M,2014,53,81,1.55,5.27,0.01,3.22,0.48,245,898,5.4
Sledgehammer Games,Shooter,Call of Duty: Advanced Warfare,PS3,Activision,M,2014,18,78,0.23,0.41,0,0.15,0.03,245,1136,4.5
SCE Santa Monica,Action,God of War,PS2,Sony Computer Entertainment,M,2005,75,94,1.29,4.45,0.02,2.71,0.43,246,997,8.9
Nintendo,Misc,Nintendo Land,WiiU,Nintendo,E10+,2012,61,77,1.11,4.42,0.46,2.52,0.33,247,471,7.9
"Ubisoft Paris, Ubisoft Montpellier",Misc,Michael Jackson: The Experience,Wii,Ubisoft,E10+,2010,37,56,1.33,4.36,0.01,2.64,0.39,248,31,8.3
